Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Location_0,Location_1,Location_2,Location_3,Location_4,WindGustDir_0,WindGustDir_1,WindGustDir_2,WindGustDir_3,WindGustDir_4,WindDir9am_0,WindDir9am_1,WindDir9am_2,WindDir9am_3,WindDir9am_4,WindDir3pm_0,WindDir3pm_1,WindDir3pm_2,WindDir3pm_3,WindDir3pm_4
20216,8,7.0,18.2,0.0,13.0,10.8,37.0,26.0,24.0,52.0,39.0,1020.3,1017.1,1.0,1.0,12.9,16.9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
20217,10,13.4,38.8,0.0,11.6,12.8,35.0,19.0,24.0,14.0,4.0,1013.0,1007.9,0.0,0.0,31.7,38.3,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
20218,1,20.5,36.7,0.0,14.4,13.3,46.0,22.0,6.0,49.0,20.0,1021.6,1016.6,0.0,1.0,25.2,34.5,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
20219,8,6.2,12.8,0.0,2.0,9.0,46.0,24.0,20.0,63.0,46.0,1028.1,1025.4,2.0,3.0,8.5,11.9,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
20220,7,1.3,13.4,0.4,1.2,9.1,39.0,9.0,20.0,87.0,57.0,1027.5,1024.7,4.0,6.0,4.9,13.1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
20221,2,25.4,36.6,0.0,15.2,10.3,43.0,19.0,13.0,24.0,12.0,1008.6,1006.9,5.0,5.0,26.1,35.4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
20222,6,12.1,21.4,15.0,1.8,8.4,26.0,4.0,6.0,78.0,63.0,1005.3,1001.6,1.0,5.0,17.7,21.1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20223,10,8.5,23.8,0.0,5.8,10.9,41.0,15.0,22.0,63.0,48.0,1019.2,1016.5,1.0,2.0,16.6,22.8,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
20224,5,14.3,24.7,2.8,1.8,8.8,24.0,6.0,6.0,62.0,49.0,1021.4,1018.4,1.0,4.0,19.4,23.5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
20225,4,12.2,17.4,1.8,2.8,2.7,39.0,11.0,15.0,77.0,64.0,1020.8,1020.7,7.0,6.0,14.1,16.7,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
20226,8,20.4,31.0,0.0,5.8,10.9,31.0,6.0,19.0,69.0,55.0,1015.2,1010.8,1.0,1.0,26.5,30.2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
20227,11,18.9,26.3,0.0,8.8,3.2,24.0,7.0,11.0,58.0,50.0,1015.3,1012.2,7.0,7.0,24.1,25.1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
20228,12,14.9,41.1,0.0,7.6,12.3,74.0,28.0,43.0,58.0,12.0,1010.1,1005.0,4.0,3.0,22.1,39.9,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
20229,2,19.1,35.5,0.0,4.0,10.6,33.0,15.0,17.0,81.0,44.0,1012.6,1007.3,3.0,3.0,24.6,33.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
20230,11,17.3,23.1,0.0,7.6,5.9,39.0,17.0,26.0,65.0,66.0,1018.8,1016.8,8.0,7.0,20.2,21.1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
20231,7,-1.3,8.8,0.0,0.8,2.8,39.0,9.0,15.0,95.0,68.0,1020.0,1016.8,7.0,6.0,1.8,8.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
20232,7,8.4,16.6,0.0,3.0,9.6,52.0,22.0,20.0,59.0,55.0,1016.1,1012.6,1.0,1.0,12.6,15.9,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
20233,4,11.5,23.4,1.4,1.6,8.5,37.0,2.0,24.0,86.0,36.0,1011.5,1009.1,7.0,2.0,15.7,21.9,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
20234,12,18.7,20.4,0.0,14.2,5.3,67.0,31.0,50.0,79.0,72.0,1015.1,1017.3,7.0,7.0,19.7,18.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
20235,7,5.3,16.6,0.2,1.2,5.0,31.0,7.0,19.0,100.0,56.0,1027.6,1024.1,4.0,7.0,8.5,16.1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
20236,6,9.1,16.7,0.0,1.8,5.8,46.0,13.0,17.0,71.0,56.0,1018.0,1018.7,7.0,6.0,10.6,15.4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
20237,12,6.2,25.4,0.0,5.8,11.8,39.0,17.0,9.0,61.0,30.0,1017.4,1013.7,5.0,3.0,14.7,24.2,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
20238,11,9.2,28.8,0.0,5.4,12.2,35.0,7.0,13.0,69.0,26.0,1015.6,1012.6,4.0,6.0,18.9,26.7,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
20239,1,27.4,32.7,0.0,7.0,11.2,46.0,33.0,31.0,71.0,62.0,1010.6,1009.0,2.0,3.0,29.8,31.6,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20240,9,4.5,14.1,0.0,3.2,4.2,33.0,11.0,20.0,75.0,61.0,1022.4,1019.2,7.0,6.0,10.2,12.6,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
20241,6,4.9,10.4,0.2,0.6,0.0,43.0,24.0,9.0,81.0,91.0,1017.6,1018.0,7.0,8.0,7.1,9.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
20242,5,5.8,22.4,0.0,5.2,10.6,37.0,2.0,20.0,54.0,24.0,1018.9,1015.9,0.0,0.0,13.3,22.4,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0
20243,10,7.2,27.5,0.0,4.2,10.9,31.0,13.0,13.0,67.0,21.0,1024.9,1020.3,4.0,7.0,13.1,27.0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
20244,9,6.1,19.9,0.0,2.2,10.8,30.0,6.0,15.0,55.0,43.0,1025.7,1022.6,1.0,2.0,15.4,18.9,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
20245,7,8.1,11.8,0.0,4.0,0.5,72.0,37.0,30.0,73.0,79.0,1013.3,1010.8,7.0,7.0,10.5,10.8,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
20246,5,14.1,20.7,16.4,4.4,5.1,31.0,9.0,19.0,91.0,54.0,1031.5,1029.7,6.0,7.0,16.4,19.9,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
20247,10,14.7,18.0,10.6,0.0,0.0,46.0,22.0,24.0,93.0,76.0,1020.2,1018.4,8.0,8.0,15.3,17.6,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
20248,1,17.6,31.3,0.0,9.6,9.2,33.0,9.0,20.0,43.0,43.0,1010.6,1006.8,5.0,7.0,28.0,29.8,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
20249,9,6.3,22.7,0.0,4.2,9.8,31.0,9.0,13.0,70.0,41.0,1020.0,1015.0,1.0,4.0,15.1,20.6,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
20250,2,18.3,33.5,0.0,11.6,12.8,33.0,24.0,7.0,47.0,25.0,1014.9,1011.1,0.0,1.0,24.0,31.3,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
20251,6,23.3,32.5,0.0,6.8,9.6,50.0,24.0,24.0,62.0,41.0,1013.1,1008.9,4.0,2.0,26.0,32.0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0
20252,2,16.4,21.3,1.4,8.2,2.8,48.0,13.0,20.0,100.0,70.0,1007.4,1010.5,8.0,7.0,17.5,19.4,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
20253,1,14.8,17.8,0.4,3.0,1.2,39.0,9.0,19.0,83.0,73.0,1016.9,1018.9,8.0,7.0,15.3,16.3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
20254,1,18.7,26.0,0.0,5.0,12.7,37.0,19.0,20.0,60.0,59.0,1018.2,1017.0,2.0,4.0,23.1,24.2,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
20255,5,9.7,21.5,0.2,2.6,3.3,17.0,6.0,7.0,82.0,60.0,1022.4,1019.6,5.0,7.0,15.8,20.4,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
20256,3,15.2,26.7,0.0,3.8,11.4,39.0,6.0,28.0,65.0,52.0,1022.2,1018.8,1.0,1.0,22.6,25.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20257,11,9.5,25.5,0.0,8.0,9.5,28.0,13.0,9.0,53.0,25.0,1020.1,1016.0,7.0,7.0,15.1,24.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
20258,7,5.1,16.1,0.0,2.2,8.9,28.0,13.0,19.0,97.0,56.0,1026.5,1024.7,7.0,7.0,8.1,15.2,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
20259,3,13.6,26.8,0.0,4.2,10.9,44.0,9.0,35.0,83.0,42.0,1020.0,1019.4,1.0,6.0,17.9,24.2,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1
20260,5,4.7,18.4,0.0,3.6,8.9,43.0,19.0,13.0,49.0,40.0,1028.8,1025.1,7.0,7.0,11.3,18.0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
20261,12,15.5,32.7,0.0,14.6,12.4,35.0,13.0,13.0,6.0,4.0,1015.5,1013.1,1.0,1.0,24.6,30.7,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
20262,2,17.2,31.7,0.0,11.0,12.7,41.0,28.0,26.0,43.0,43.0,1016.5,1015.4,6.0,3.0,26.4,29.4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
20263,6,6.1,15.4,2.8,1.6,5.8,33.0,9.0,20.0,96.0,68.0,1008.6,1007.7,7.0,7.0,8.5,15.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
20264,12,20.1,39.7,0.0,11.0,13.7,57.0,22.0,26.0,17.0,10.0,1012.3,1009.2,0.0,3.0,29.0,37.1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
20265,3,7.2,19.2,0.0,2.6,10.3,28.0,6.0,13.0,99.0,58.0,1024.4,1024.5,2.0,5.0,11.9,18.7,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
20266,9,4.9,22.1,0.0,5.7,11.3,46.0,17.0,13.0,53.0,25.0,1024.1,1021.2,0.0,0.0,14.4,20.9,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0
20267,7,16.6,29.4,0.0,7.8,10.7,48.0,31.0,22.0,22.0,18.0,1014.3,1011.0,1.0,1.0,19.0,28.7,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
20268,11,15.6,37.1,0.0,4.8,11.6,46.0,11.0,24.0,77.0,24.0,1011.5,1007.0,1.0,6.0,22.8,36.3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
20269,7,12.8,20.8,0.0,4.0,9.7,56.0,24.0,35.0,33.0,22.0,1010.7,1010.7,1.0,1.0,18.0,19.7,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
20270,4,17.1,23.0,0.0,4.0,7.5,37.0,22.0,26.0,67.0,48.0,1015.6,1012.6,7.0,7.0,19.3,22.1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
20271,2,17.0,29.3,7.2,8.0,12.5,61.0,37.0,19.0,36.0,16.0,1010.9,1009.7,0.0,0.0,19.8,27.2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
20272,2,17.6,23.5,1.4,5.6,7.5,37.0,26.0,17.0,66.0,71.0,1010.2,1008.3,4.0,5.0,21.5,21.7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
20273,11,20.5,31.1,0.0,11.0,11.2,50.0,26.0,35.0,51.0,51.0,1014.8,1011.1,3.0,2.0,27.8,29.3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
20274,3,15.6,30.9,0.0,8.6,7.9,43.0,19.0,6.0,52.0,28.0,1017.4,1013.1,1.0,7.0,21.5,29.5,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1
20275,12,17.0,24.2,0.8,5.8,7.8,35.0,15.0,17.0,67.0,52.0,1010.2,1011.0,6.0,5.0,19.9,22.8,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
20276,7,4.1,12.4,0.0,2.0,3.3,70.0,31.0,31.0,75.0,60.0,1028.4,1025.0,7.0,7.0,7.8,11.6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
20277,5,23.0,33.2,0.0,5.4,10.1,37.0,19.0,19.0,65.0,45.0,1010.3,1007.3,5.0,4.0,27.1,31.5,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1
20278,5,5.5,18.7,0.0,5.0,10.6,33.0,9.0,13.0,49.0,27.0,1025.4,1020.6,0.0,1.0,11.2,17.8,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20279,4,12.4,17.2,0.6,2.8,7.1,39.0,15.0,15.0,94.0,38.0,1015.1,1017.5,7.0,1.0,13.0,16.7,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
20280,2,17.0,32.9,5.2,4.0,12.6,35.0,13.0,13.0,81.0,32.0,1016.1,1013.2,0.0,3.0,20.6,31.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
20281,7,6.2,16.3,0.0,2.0,8.6,37.0,20.0,17.0,62.0,38.0,1025.1,1022.7,4.0,3.0,9.3,15.2,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
20282,6,1.0,17.6,0.0,1.6,9.3,31.0,6.0,11.0,67.0,50.0,1028.3,1025.9,0.0,1.0,8.2,17.4,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
20283,10,6.7,24.0,0.0,4.0,11.5,24.0,9.0,11.0,67.0,29.0,1028.5,1024.5,0.0,1.0,15.0,22.7,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0
20284,7,16.5,28.9,0.0,6.8,10.6,28.0,6.0,22.0,62.0,55.0,1013.7,1010.3,3.0,2.0,24.2,27.5,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
20285,5,9.8,18.0,0.0,0.8,9.5,22.0,11.0,15.0,100.0,66.0,1025.7,1023.8,0.0,1.0,11.9,17.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
20286,4,23.6,31.9,0.0,7.6,11.0,39.0,13.0,28.0,65.0,61.0,1016.7,1013.2,3.0,2.0,28.4,30.2,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
20287,10,13.1,20.7,5.0,15.2,6.7,44.0,28.0,24.0,44.0,34.0,1014.5,1014.4,5.0,2.0,14.8,19.3,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1
20288,5,3.5,17.0,0.0,2.0,7.8,30.0,11.0,19.0,70.0,44.0,1026.5,1024.4,1.0,6.0,11.0,15.7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
20289,1,14.0,21.8,0.0,8.0,9.4,39.0,15.0,24.0,74.0,49.0,1018.6,1018.0,7.0,6.0,15.6,20.6,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
20290,6,6.0,17.1,0.0,4.0,8.5,48.0,17.0,31.0,73.0,36.0,1018.1,1015.9,3.0,5.0,11.7,16.1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20291,4,24.1,33.3,27.6,7.6,7.2,56.0,6.0,20.0,81.0,53.0,1010.8,1008.4,7.0,7.0,27.5,33.0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
20292,10,14.5,28.4,0.0,8.2,11.0,28.0,15.0,6.0,32.0,15.0,1018.6,1014.4,1.0,1.0,20.7,27.6,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
20293,6,14.8,19.7,0.0,3.0,9.2,30.0,11.0,11.0,53.0,49.0,1023.3,1021.1,1.0,1.0,18.1,18.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
20294,4,15.0,32.0,0.0,7.6,10.9,39.0,24.0,15.0,35.0,19.0,1019.4,1015.2,1.0,1.0,22.8,31.5,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
20295,9,10.9,20.7,0.0,8.4,11.3,43.0,20.0,11.0,50.0,30.0,1016.7,1014.0,0.0,0.0,14.7,19.6,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
20296,1,25.1,38.1,0.0,13.8,11.1,59.0,20.0,31.0,26.0,52.0,1005.4,1006.8,1.0,2.0,36.5,30.1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
20297,11,23.1,38.1,0.0,15.6,9.1,41.0,20.0,26.0,11.0,7.0,1013.9,1009.3,5.0,5.0,28.8,36.9,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
20298,5,13.5,28.4,0.0,4.0,10.4,15.0,4.0,2.0,71.0,36.0,1020.9,1018.4,0.0,1.0,19.2,27.9,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
20299,9,4.1,20.8,0.0,9.0,11.5,46.0,19.0,31.0,47.0,27.0,1022.2,1019.9,3.0,3.0,14.3,20.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
20300,12,8.1,18.2,4.0,4.0,11.5,50.0,31.0,22.0,68.0,53.0,1022.2,1022.9,1.0,8.0,13.6,16.3,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1
20301,2,25.9,31.6,0.0,4.0,10.0,26.0,9.0,17.0,80.0,72.0,1007.8,1005.2,7.0,4.0,28.6,30.4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
20302,1,19.3,24.6,0.6,5.0,0.0,41.0,15.0,17.0,92.0,91.0,1022.6,1020.4,7.0,7.0,20.4,21.0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
20303,2,13.5,36.0,0.0,6.8,10.0,76.0,24.0,37.0,31.0,17.0,1010.7,1006.0,7.0,3.0,26.0,35.2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
20304,11,17.4,29.9,0.0,6.4,10.7,31.0,2.0,17.0,49.0,42.0,1008.0,1007.6,6.0,4.0,26.7,26.6,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
20305,1,16.8,23.7,0.0,7.4,6.3,48.0,20.0,24.0,66.0,43.0,1013.0,1013.7,7.0,3.0,18.0,22.2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
20306,4,9.8,16.3,1.2,1.2,2.7,37.0,13.0,22.0,62.0,49.0,1030.3,1029.0,6.0,7.0,13.7,15.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
20307,7,6.5,20.8,0.0,5.0,9.7,22.0,4.0,4.0,53.0,32.0,1024.4,1020.8,1.0,1.0,14.0,20.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
20308,4,5.8,17.7,0.0,3.8,10.9,24.0,11.0,15.0,65.0,41.0,1036.1,1033.7,1.0,1.0,10.8,16.5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1
20309,10,6.0,18.0,0.0,3.4,2.8,44.0,19.0,24.0,70.0,50.0,1024.7,1023.0,8.0,7.0,12.5,16.2,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
20310,11,9.1,14.8,0.2,3.2,5.9,28.0,9.0,17.0,71.0,52.0,1026.1,1025.2,7.0,6.0,12.4,14.3,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
20311,10,11.0,19.2,2.6,1.6,7.0,31.0,15.0,9.0,74.0,61.0,1025.8,1023.6,8.0,7.0,13.3,17.8,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
20312,4,16.7,26.4,0.0,4.0,10.3,20.0,6.0,4.0,48.0,43.0,1021.3,1019.6,3.0,2.0,21.9,23.9,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
20313,9,6.4,24.7,0.0,3.8,11.1,35.0,15.0,15.0,32.0,53.0,1022.7,1020.6,0.0,1.0,19.7,22.3,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20314,10,12.5,35.5,0.0,7.6,11.4,43.0,15.0,19.0,28.0,11.0,1015.8,1011.2,3.0,2.0,26.7,35.2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
20315,6,11.1,20.5,0.0,7.0,6.9,31.0,11.0,26.0,66.0,58.0,1028.6,1024.0,4.0,7.0,14.5,18.7,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
20316,1,17.2,25.9,63.0,4.2,5.2,48.0,15.0,26.0,99.0,84.0,998.6,998.9,8.0,8.0,18.2,21.0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
20317,6,7.8,16.5,0.0,6.0,3.3,56.0,26.0,37.0,43.0,32.0,1018.9,1012.6,7.0,7.0,9.6,16.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
20318,8,13.3,25.5,0.0,6.0,10.0,35.0,13.0,30.0,64.0,63.0,1018.7,1015.7,1.0,2.0,21.4,24.4,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
20319,4,10.1,25.2,0.0,4.8,10.2,26.0,7.0,7.0,59.0,23.0,1020.6,1018.7,1.0,7.0,15.8,24.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
20320,10,11.0,25.3,0.0,10.0,12.6,63.0,39.0,33.0,30.0,19.0,1023.1,1019.6,2.0,2.0,17.2,24.5,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
20321,7,-1.6,11.1,0.0,1.2,5.7,13.0,6.0,6.0,94.0,52.0,1011.3,1009.3,8.0,2.0,1.6,10.5,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
20322,3,21.2,32.2,0.0,11.2,4.0,30.0,15.0,15.0,66.0,36.0,1017.8,1016.9,7.0,6.0,22.5,31.6,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
20323,10,15.0,32.5,0.0,4.8,12.1,74.0,43.0,17.0,45.0,26.0,1019.0,1015.0,1.0,3.0,21.2,31.2,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1
20324,1,20.4,26.5,0.0,9.1,10.7,39.0,4.0,22.0,50.0,50.0,1017.9,1015.8,1.0,4.0,23.8,26.0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
20325,4,15.3,29.8,0.0,7.0,10.4,24.0,15.0,9.0,57.0,33.0,1022.4,1017.1,1.0,4.0,22.9,29.2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
20326,12,20.3,33.5,0.0,10.0,10.1,43.0,6.0,9.0,59.0,40.0,1016.3,1011.6,2.0,3.0,26.2,31.4,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
20327,5,8.2,22.5,0.0,4.0,8.0,54.0,19.0,20.0,55.0,38.0,1017.7,1013.7,2.0,4.0,14.8,21.7,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
20328,12,14.5,25.2,0.0,10.6,1.4,33.0,19.0,15.0,61.0,35.0,1020.2,1019.4,7.0,8.0,16.3,23.7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
20329,11,11.2,21.5,0.6,14.0,13.2,43.0,15.0,22.0,67.0,47.0,1022.3,1020.8,7.0,1.0,15.4,20.0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
20330,2,21.4,28.6,7.8,7.4,3.8,30.0,9.0,11.0,64.0,59.0,1013.7,1012.4,7.0,7.0,25.9,26.4,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1
20331,12,19.6,40.9,0.0,13.0,13.0,37.0,20.0,9.0,17.0,10.0,1011.1,1008.2,0.0,5.0,32.4,38.4,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1
20332,3,17.2,28.4,0.0,8.0,3.1,37.0,15.0,17.0,59.0,73.0,1021.7,1019.8,7.0,7.0,24.7,24.4,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1
20333,2,12.1,26.0,0.4,6.6,12.2,43.0,9.0,22.0,47.0,46.0,1014.5,1011.8,2.0,2.0,20.9,24.5,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
20334,1,18.1,37.4,0.0,9.6,13.2,37.0,13.0,19.0,28.0,29.0,1012.0,1008.2,0.0,0.0,24.8,35.0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
